0.00000000000000e+00 1.000e+00
-3.39143133998547e+07   inf
-3.28283157331742e+07 3.202e-02
-3.26038706519266e+07 6.837e-03
-3.24781136536388e+07 3.857e-03
-3.23976434334113e+07 2.478e-03
-3.23383208291180e+07 1.831e-03
-3.22942038423070e+07 1.364e-03
-3.22612208864595e+07 1.021e-03
-3.22332041089980e+07 8.684e-04
-3.22105882424977e+07 7.016e-04
-3.21928149187820e+07 5.518e-04
-3.21755481568915e+07 5.364e-04
-3.21616478725814e+07 4.320e-04
-3.21504100717845e+07 3.494e-04
-3.21389145681063e+07 3.576e-04
-3.21276093191149e+07 3.518e-04
-3.21182440297482e+07 2.915e-04
-3.21103316370900e+07 2.464e-04
-3.21035419720487e+07 2.114e-04
-3.20978913032210e+07 1.760e-04
