Top -1 from focus_corpus.tsv
energy	129.31242785103942
percent	100.63485957777192
electricity	100.52569263144737
emission	98.5307684587941
fuel	90.03202288511098
natural_gas	85.19232035725217
coal	83.3305908599593
increase	83.01481562344807
oil	80.31832782676038
model	79.89673407435568
result	79.45114812941144
production	77.68822200428787
price	77.18119846837699
generation	73.48971583522584
heat	73.20855634681462
high	72.16828877032657
low	71.8489445833159
consumption	71.8321011770654
power	71.04121412882374
gas	70.48089853745519
demand	68.54626707079218
system	67.64449202419239
temperature	66.0296367872056
case	64.83359202192888
study	64.3308446039402
efficiency	63.58034917565785
technology	60.779457930632915
paper	59.09702726406576
performance	58.45855799268382
thermal	58.33801302998832
projection	57.85899778429726
total	56.80764407026548
reference	56.50169681201695
method	55.59453619907621
analysis	54.37773185489943
solar	51.5410838058476
plant	51.23403252234304
growth	51.184590301294534
renewable	51.03947991435737
cost	50.30161369082129
reduce	50.27530600616745
china	49.36122565616558
carbon	49.239979500592234
compare	48.64953821345966
electric	48.62376934588115
nuclear	48.5638673365502
liquid	48.19321087049086
base	47.634375592656774
capacity	47.526338751105165
transportation	46.807879734818364
wind	46.3991939306155
barrel	45.635277786125116
reduction	45.54223709708288
load	45.475627300729485
project	45.45232999807287
cycle	45.13751698104219
pv	45.0449233462185
average	44.912734170370584
supply	44.82188511177203
heating	43.97873317759323
scenario	43.564051751308185
simulation	43.402616778118926
biomass	43.288710354193725
output	43.251860536264836
power_plant	43.24507189490814
effect	42.603992297791
decline	42.50292624228786
oecd	42.359943169088965
use	42.23208561590338
grid	42.142105650964375
energy_efficiency	42.097362480540184
potential	42.053986747158405
propose	41.94809261028181
intensity	41.88641386046188
vehicle	41.74437176032781
region	41.59857265565643
optimal	41.55771680273114
renewable_energy	41.53992247785092
engine	41.30017999525898
storage	41.09143307719164
market	40.713784433864106
source	40.54111222201946
present	40.49560568016488
battery	40.254325181877036
respectively	40.23969583436351
cubic	39.80259994659152
conventional	39.76579449352041
parameter	39.34071817177173
economic_growth	39.06875832358761
forecast	38.925697056638796
annual	38.7086921144952
cool	38.57806809088505
experimental	38.057205424770615
decrease	37.87701544805125
import	37.749992632799234
rate	37.607133990413345
evaluate	37.25481743820372
ratio	37.01629086755552
lng	36.54588593306957
develop	36.439449278161185
industrial	36.436860493896766
design	36.40675042044958
building	35.97764356508487
ethanol	35.97364197145835
investigate	35.90418171046658
combine	35.843019010068254
factor	35.40579031741566
show	35.29820153776122
characteristic	35.23013856268055
carbon_dioxide	35.190072744733605
foot	34.93217754666821
addition	34.678196948853156
non	34.599920093170034
hybrid	34.58628755447934
world	34.446395901681974
large	34.27666471420121
expect	34.1421929187023
distribution	33.91872619524614
obtain	33.677064143717175
petroleum	33.63452189529974
air	33.52724622142082
dynamic	33.41501808984934
biofuel	33.343254186629686
hydrogen	33.04689054083855
economic	33.0074535501844
module	32.84346079599026
fire	32.60940921485837
greenhouse_gas	32.58674699839445
condition	32.56623333678315
integrate	32.479163986257866
household	32.048148052091754
diesel	31.924219935768637
scale	31.922643698246794
fossil_fuel	31.91789111572663
utility	31.896104449938594
variable	31.86443190880251
unit	31.63823548425278
produce	31.55743444264484
steam	31.181582449027278
flow	31.023689552995695
residential	30.9061957729179
turbine	30.85877342857349
multi	30.836330213559254
sector	30.825519725238042
alternative	30.39658788404058
wind_power	30.345372246097686
algorithm	30.112818179488595
uncertainty	29.914501998965548
gdp	29.883055986770668
examine	29.860550197883722
efficient	29.76408818408552
grow	29.746897638803357
pro	29.585132291632252
control	29.448598947475563
novel	29.427836349081293
india	29.391061498261205
yield	29.28907189230038
generate	29.143859180093276
conversion	29.0867078589637
cell	28.656985545533637
improvement	28.455503699035162
phase	28.3350197157244
mode	27.96752007478577
development	27.787978931215683
reactor	27.76895251517163
assume	27.767007872757638
gigawatt	27.70563462665767
pipeline	27.5288335275081
improve	27.525510839185603
i.e.	27.483458109124566
generator	27.43243501024843
megawatt	27.420760770937342
influence	27.39957383146363
methane	27.35580994100424
fluid	27.231892417957617
pressure	27.207233311508148
numerical	27.15819603035308
injection	27.147381078995988
concentration	27.07838367227746
united_states	26.931347130007254
net	26.851014094565368
account	26.807061057398236
operating	26.7393402061827
case_study	26.696019105987915
configuration	26.647390634334155
energy_policy	26.634974467764962
slow	26.27730213741306
comparison	26.232890632026542
asia	26.199214047365814
con	26.06254682879615
co	26.058126458573668
brazil	26.05618766072353
surface	26.039150826358334
oxygen	25.984119885090177
metric	25.81982477139836
density	25.799386155850634
transmission	25.787069537834043
instal	25.726882053736038
resource	25.722183331819842
experiment	25.70114838282726
outlook	25.680355497761767
technique	25.666656649678465
penetration	25.604408507885747
global	25.547130433645876
share	25.500193564020144
maximum	25.499669731676203
consume	25.48951849238056
relative	25.481934392047553
expansion	25.35647480990787
environmental	25.280808567639557
europe	25.199984039815075
reaction	25.034230065161132
domestic	24.984544733813635
furthermore	24.893010222471894
reserve	24.863559357265064
particle	24.81176812388526
electrical	24.760936413907196
web	24.671796713655368
aim	24.531394607809087
rapid	24.49604686036858
ing	24.4806896769075
significantly	24.453452886383612
datum	24.4259437817877
electric_vehicle	24.37508183851692
growth_rate	24.23801121271005
policy	24.140173870976362
russia	24.139119689240463
strategy	24.077961330167366
prediction	24.027807693060694
mass	23.8103260813943
trend	23.758390141173045
integration	23.73510231622227
achieve	23.64574787932721
methodology	23.61264512555281
variation	23.604143115873775
peak	23.43343347377765
predict	23.401896801216655
mix	23.265514179460013
mexico	23.26209237918319
worldwide	23.247758594953172
developing_countries	23.194775416515593
assumption	23.180998909538356
